flight_date,airport,city,state,departure_delay_min,arrival_delay_min,distance_km,airline_delay_min,weather_delay_min,airport_traffic_delay_min,security_check_delay_min,previous_flight_delay_min
2016-07-01,MCO,Orlando,Florida,18,17,1617.0,0,1,0,0,16
2016-07-02,MCO,Orlando,Florida,31,24,1617.0,1,0,0,0,23
2016-07-03,MCO,Orlando,Florida,-12,-8,1617.0,0,0,0,0,0
2016-07-04,MCO,Orlando,Florida,0,-5,1617.0,0,0,0,0,0
2016-07-05,MCO,Orlando,Florida,0,10,1617.0,0,0,0,0,0
2016-07-06,MCO,Orlando,Florida,37,31,1617.0,0,0,0,0,31
2016-07-07,MCO,Orlando,Florida,0,23,1617.0,0,0,23,0,0
2016-07-08,MCO,Orlando,Florida,-2,8,1617.0,0,0,0,0,0
2016-07-09,MCO,Orlando,Florida,-1,3,1617.0,0,0,0,0,0
2016-07-10,MCO,Orlando,Florida,-6,-10,1617.0,0,0,0,0,0
2016-07-11,MCO,Orlando,Florida,846,843,1617.0,749,0,0,0,94
2016-07-12,MCO,Orlando,Florida,23,44,1617.0,0,0,21,0,23
2016-07-13,MCO,Orlando,Florida,17,93,1617.0,0,17,76,0,0
2016-07-14,MCO,Orlando,Florida,17,9,1617.0,0,0,0,0,0
2016-07-15,MCO,Orlando,Florida,51,66,1617.0,3,0,15,0,48
2016-07-16,MCO,Orlando,Florida,-5,-18,1617.0,0,0,0,0,0
2016-07-17,MCO,Orlando,Florida,75,60,1617.0,0,0,0,0,60
2016-07-18,MCO,Orlando,Florida,63,67,1617.0,0,42,4,0,21
2016-07-19,MCO,Orlando,Florida,-9,8,1617.0,0,0,0,0,0
2016-07-20,MCO,Orlando,Florida,16,6,1617.0,0,0,0,0,0
2016-07-21,MCO,Orlando,Florida,37,65,1617.0,0,13,28,0,24
2016-07-22,MCO,Orlando,Florida,9,31,1617.0,9,0,22,0,0
2016-07-23,MCO,Orlando,Florida,4,25,1617.0,3,0,21,0,1
2016-07-24,MCO,Orlando,Florida,102,163,1617.0,0,0,163,0,0
2016-07-25,MCO,Orlando,Florida,94,88,1617.0,0,0,0,0,88
2016-07-26,MCO,Orlando,Florida,12,13,1617.0,0,0,0,0,0
2016-07-27,MCO,Orlando,Florida,31,25,1617.0,9,0,0,0,16
2016-07-30,MCO,Orlando,Florida,61,47,1617.0,4,0,0,0,43
2016-07-31,MCO,Orlando,Florida,14,21,1617.0,14,0,7,0,0
2016-07-01,ORD,Chicago,Illinois,-6,-11,1617.0,0,0,0,0,0
2016-07-03,ORD,Chicago,Illinois,-4,-18,1617.0,0,0,0,0,0
2016-07-04,ORD,Chicago,Illinois,47,35,1617.0,0,0,0,0,35
2016-07-05,ORD,Chicago,Illinois,160,136,1617.0,0,0,0,0,136
2016-07-06,ORD,Chicago,Illinois,8,25,1617.0,3,0,17,0,5
2016-07-07,ORD,Chicago,Illinois,77,67,1617.0,0,0,0,0,67
2016-07-08,ORD,Chicago,Illinois,18,15,1617.0,15,0,0,0,0
2016-07-10,ORD,Chicago,Illinois,0,3,1617.0,0,0,0,0,0
2016-07-11,ORD,Chicago,Illinois,-6,4,1617.0,0,0,0,0,0
2016-07-12,ORD,Chicago,Illinois,47,34,1617.0,12,0,0,0,22
2016-07-13,ORD,Chicago,Illinois,-6,74,1617.0,0,0,74,0,0
2016-07-14,ORD,Chicago,Illinois,24,6,1617.0,0,0,0,0,0
2016-07-15,ORD,Chicago,Illinois,32,28,1617.0,28,0,0,0,0
2016-07-17,ORD,Chicago,Illinois,-1,-7,1617.0,0,0,0,0,0
2016-07-18,ORD,Chicago,Illinois,20,11,1617.0,0,0,0,0,0
2016-07-19,ORD,Chicago,Illinois,1,-11,1617.0,0,0,0,0,0
2016-07-20,ORD,Chicago,Illinois,65,40,1617.0,20,0,0,0,20
2016-07-21,ORD,Chicago,Illinois,84,70,1617.0,14,0,0,0,56
2016-07-22,ORD,Chicago,Illinois,2,-11,1617.0,0,0,0,0,0
2016-07-24,ORD,Chicago,Illinois,131,161,1617.0,0,9,30,0,122
2016-07-25,ORD,Chicago,Illinois,14,-1,1617.0,0,0,0,0,0
2016-07-26,ORD,Chicago,Illinois,67,57,1617.0,4,0,0,0,53
2016-07-27,ORD,Chicago,Illinois,66,69,1617.0,0,0,3,0,66
2016-07-28,ORD,Chicago,Illinois,180,163,1617.0,13,0,0,0,150
2016-07-29,ORD,Chicago,Illinois,212,199,1617.0,0,0,0,0,199
2016-07-31,ORD,Chicago,Illinois,15,6,1617.0,0,0,0,0,0
2016-07-01,MCO,Orlando,Florida,34,61,308.9,0,22,27,0,12
2016-07-02,MCO,Orlando,Florida,56,47,308.9,0,47,0,0,0
2016-07-03,MCO,Orlando,Florida,9,-2,308.9,0,0,0,0,0
2016-07-04,MCO,Orlando,Florida,-6,-6,308.9,0,0,0,0,0
2016-07-05,MCO,Orlando,Florida,9,1,308.9,0,0,0,0,0
2016-07-06,MCO,Orlando,Florida,-1,-5,308.9,0,0,0,0,0
2016-07-07,MCO,Orlando,Florida,7,-2,308.9,0,0,0,0,0
2016-07-08,MCO,Orlando,Florida,-5,-8,308.9,0,0,0,0,0
2016-07-09,MCO,Orlando,Florida,0,-9,308.9,0,0,0,0,0
2016-07-10,MCO,Orlando,Florida,9,-3,308.9,0,0,0,0,0
2016-07-11,MCO,Orlando,Florida,6,-6,308.9,0,0,0,0,0
2016-07-12,MCO,Orlando,Florida,191,185,308.9,183,0,0,0,2
2016-07-13,MCO,Orlando,Florida,48,30,308.9,0,6,0,0,24
2016-07-14,MCO,Orlando,Florida,-6,-16,308.9,0,0,0,0,0
2016-07-15,MCO,Orlando,Florida,-3,-7,308.9,0,0,0,0,0
2016-07-16,MCO,Orlando,Florida,-6,-19,308.9,0,0,0,0,0
2016-07-17,MCO,Orlando,Florida,18,35,308.9,0,18,17,0,0
2016-07-18,MCO,Orlando,Florida,-1,32,308.9,0,0,32,0,0
2016-07-19,MCO,Orlando,Florida,22,19,308.9,8,0,0,0,11
2016-07-20,MCO,Orlando,Florida,13,-3,308.9,0,0,0,0,0
2016-07-21,MCO,Orlando,Florida,251,230,308.9,16,0,0,0,214
2016-07-22,MCO,Orlando,Florida,25,9,308.9,0,0,0,0,0
2016-07-23,MCO,Orlando,Florida,22,5,308.9,0,0,0,0,0
2016-07-24,MCO,Orlando,Florida,-6,-21,308.9,0,0,0,0,0
2016-07-25,MCO,Orlando,Florida,-4,-22,308.9,0,0,0,0,0
2016-07-26,MCO,Orlando,Florida,14,4,308.9,0,0,0,0,0
2016-07-27,MCO,Orlando,Florida,-3,-1,308.9,0,0,0,0,0
2016-07-28,MCO,Orlando,Florida,1,-23,308.9,0,0,0,0,0
2016-07-29,MCO,Orlando,Florida,91,84,308.9,0,1,0,0,83
2016-07-30,MCO,Orlando,Florida,-2,-17,308.9,0,0,0,0,0
2016-07-31,MCO,Orlando,Florida,138,125,308.9,13,0,0,0,112
2016-07-01,LAX,Los Angeles,California,9,2,4028.9,0,0,0,0,0
2016-07-02,LAX,Los Angeles,California,0,-2,4028.9,0,0,0,0,0
2016-07-03,LAX,Los Angeles,California,-2,-6,4028.9,0,0,0,0,0
2016-07-04,LAX,Los Angeles,California,14,22,4028.9,0,0,8,0,14
2016-07-05,LAX,Los Angeles,California,82,79,4028.9,0,0,79,0,0
2016-07-06,LAX,Los Angeles,California,-9,74,4028.9,0,0,74,0,0
2016-07-07,LAX,Los Angeles,California,-5,-14,4028.9,0,0,0,0,0
2016-07-08,LAX,Los Angeles,California,22,20,4028.9,0,0,0,0,20
2016-07-09,LAX,Los Angeles,California,11,3,4028.9,0,0,0,0,0
2016-07-10,LAX,Los Angeles,California,93,79,4028.9,0,0,0,0,79
2016-07-11,LAX,Los Angeles,California,30,32,4028.9,30,0,2,0,0
2016-07-12,LAX,Los Angeles,California,-3,-13,4028.9,0,0,0,0,0
2016-07-13,LAX,Los Angeles,California,2,8,4028.9,0,0,0,0,0
2016-07-14,LAX,Los Angeles,California,11,42,4028.9,0,0,42,0,0
2016-07-15,LAX,Los Angeles,California,-4,-20,4028.9,0,0,0,0,0
2016-07-16,LAX,Los Angeles,California,1,-13,4028.9,0,0,0,0,0
2016-07-17,LAX,Los Angeles,California,61,46,4028.9,46,0,0,0,0
2016-07-18,LAX,Los Angeles,California,17,0,4028.9,0,0,0,0,0
2016-07-19,LAX,Los Angeles,California,63,40,4028.9,27,0,0,0,13
2016-07-20,LAX,Los Angeles,California,68,49,4028.9,0,0,0,0,49
2016-07-21,LAX,Los Angeles,California,3,-12,4028.9,0,0,0,0,0
2016-07-22,LAX,Los Angeles,California,23,5,4028.9,0,0,0,0,0
2016-07-23,LAX,Los Angeles,California,-1,14,4028.9,0,0,0,0,0
2016-07-24,LAX,Los Angeles,California,34,36,4028.9,34,0,2,0,0
2016-07-25,LAX,Los Angeles,California,57,33,4028.9,33,0,0,0,0
2016-07-26,LAX,Los Angeles,California,8,-10,4028.9,0,0,0,0,0
2016-07-27,LAX,Los Angeles,California,16,-17,4028.9,0,0,0,0,0
2016-07-28,LAX,Los Angeles,California,0,-23,4028.9,0,0,0,0,0
2016-07-29,LAX,Los Angeles,California,2,-23,4028.9,0,0,0,0,0
2016-07-30,LAX,Los Angeles,California,26,18,4028.9,18,0,0,0,0
2016-07-31,LAX,Los Angeles,California,20,-5,4028.9,0,0,0,0,0
2016-07-01,DFW,Dallas/Fort Worth,Texas,124,111,1803.7,33,0,0,0,78
2016-07-02,DFW,Dallas/Fort Worth,Texas,125,100,1803.7,100,0,0,0,0
2016-07-03,DFW,Dallas/Fort Worth,Texas,59,55,1803.7,55,0,0,0,0
2016-07-04,DFW,Dallas/Fort Worth,Texas,-5,-11,1803.7,0,0,0,0,0
2016-07-05,DFW,Dallas/Fort Worth,Texas,104,86,1803.7,0,0,0,0,86
2016-07-06,DFW,Dallas/Fort Worth,Texas,-5,-12,1803.7,0,0,0,0,0
2016-07-07,DFW,Dallas/Fort Worth,Texas,-5,-18,1803.7,0,0,0,0,0
2016-07-08,DFW,Dallas/Fort Worth,Texas,1,-22,1803.7,0,0,0,0,0
2016-07-09,DFW,Dallas/Fort Worth,Texas,111,104,1803.7,0,27,0,0,77
2016-07-10,DFW,Dallas/Fort Worth,Texas,-3,-10,1803.7,0,0,0,0,0
2016-07-11,DFW,Dallas/Fort Worth,Texas,-3,-13,1803.7,0,0,0,0,0
2016-07-12,DFW,Dallas/Fort Worth,Texas,-3,-14,1803.7,0,0,0,0,0
2016-07-13,DFW,Dallas/Fort Worth,Texas,25,6,1803.7,0,0,0,0,0
2016-07-14,DFW,Dallas/Fort Worth,Texas,112,97,1803.7,1,0,0,0,96
2016-07-15,DFW,Dallas/Fort Worth,Texas,10,-6,1803.7,0,0,0,0,0
2016-07-16,DFW,Dallas/Fort Worth,Texas,-2,-20,1803.7,0,0,0,0,0
2016-07-17,DFW,Dallas/Fort Worth,Texas,0,-9,1803.7,0,0,0,0,0
2016-07-18,DFW,Dallas/Fort Worth,Texas,72,59,1803.7,0,0,0,0,59
2016-07-19,DFW,Dallas/Fort Worth,Texas,-3,-16,1803.7,0,0,0,0,0
2016-07-20,DFW,Dallas/Fort Worth,Texas,-1,-4,1803.7,0,0,0,0,0
2016-07-21,DFW,Dallas/Fort Worth,Texas,2,-5,1803.7,0,0,0,0,0
2016-07-22,DFW,Dallas/Fort Worth,Texas,2,0,1803.7,0,0,0,0,0
2016-07-23,DFW,Dallas/Fort Worth,Texas,3,7,1803.7,0,0,0,0,0
2016-07-24,DFW,Dallas/Fort Worth,Texas,9,-8,1803.7,0,0,0,0,0
2016-07-25,DFW,Dallas/Fort Worth,Texas,5,-2,1803.7,0,0,0,0,0
2016-07-26,DFW,Dallas/Fort Worth,Texas,86,74,1803.7,16,0,0,0,58
2016-07-27,DFW,Dallas/Fort Worth,Texas,168,159,1803.7,5,0,0,0,154
2016-07-28,DFW,Dallas/Fort Worth,Texas,23,8,1803.7,0,0,0,0,0
2016-07-29,DFW,Dallas/Fort Worth,Texas,34,17,1803.7,0,0,0,0,17
2016-07-30,DFW,Dallas/Fort Worth,Texas,21,0,1803.7,0,0,0,0,0
2016-07-31,DFW,Dallas/Fort Worth,Texas,870,864,1803.7,212,0,0,0,652
2016-07-01,IAH,Houston,Texas,-2,3,1551.1,0,0,0,0,0
2016-07-02,IAH,Houston,Texas,-3,0,1551.1,0,0,0,0,0
2016-07-03,IAH,Houston,Texas,-2,-5,1551.1,0,0,0,0,0
2016-07-04,IAH,Houston,Texas,-4,-7,1551.1,0,0,0,0,0
2016-07-05,IAH,Houston,Texas,-4,-12,1551.1,0,0,0,0,0
2016-07-06,IAH,Houston,Texas,-2,-8,1551.1,0,0,0,0,0
2016-07-07,IAH,Houston,Texas,-6,-14,1551.1,0,0,0,0,0
2016-07-08,IAH,Houston,Texas,-2,-11,1551.1,0,0,0,0,0
2016-07-09,IAH,Houston,Texas,-5,-11,1551.1,0,0,0,0,0
2016-07-10,IAH,Houston,Texas,0,-2,1551.1,0,0,0,0,0
2016-07-11,IAH,Houston,Texas,-6,-8,1551.1,0,0,0,0,0
2016-07-12,IAH,Houston,Texas,-4,-16,1551.1,0,0,0,0,0
2016-07-13,IAH,Houston,Texas,1,-8,1551.1,0,0,0,0,0
2016-07-14,IAH,Houston,Texas,-3,-4,1551.1,0,0,0,0,0
2016-07-15,IAH,Houston,Texas,-1,-4,1551.1,0,0,0,0,0
2016-07-16,IAH,Houston,Texas,5,17,1551.1,5,0,12,0,0
2016-07-17,IAH,Houston,Texas,-5,-12,1551.1,0,0,0,0,0
2016-07-18,IAH,Houston,Texas,-7,-16,1551.1,0,0,0,0,0
2016-07-19,IAH,Houston,Texas,-7,-6,1551.1,0,0,0,0,0
2016-07-20,IAH,Houston,Texas,-2,-9,1551.1,0,0,0,0,0
2016-07-21,IAH,Houston,Texas,-4,1,1551.1,0,0,0,0,0
2016-07-22,IAH,Houston,Texas,-2,-12,1551.1,0,0,0,0,0
2016-07-23,IAH,Houston,Texas,-6,-9,1551.1,0,0,0,0,0
2016-07-24,IAH,Houston,Texas,-3,10,1551.1,0,0,0,0,0
2016-07-25,IAH,Houston,Texas,-4,-2,1551.1,0,0,0,0,0
2016-07-26,IAH,Houston,Texas,-3,-1,1551.1,0,0,0,0,0
2016-07-27,IAH,Houston,Texas,31,60,1551.1,1,0,29,0,30
2016-07-28,IAH,Houston,Texas,-1,-9,1551.1,0,0,0,0,0
2016-07-29,IAH,Houston,Texas,-5,0,1551.1,0,0,0,0,0
2016-07-30,IAH,Houston,Texas,-3,-7,1551.1,0,0,0,0,0
2016-07-31,IAH,Houston,Texas,19,3,1551.1,0,0,0,0,0
2016-07-02,JFK,New York,New York,18,4,1752.2,0,0,0,0,0
2016-07-03,JFK,New York,New York,-1,-26,1752.2,0,0,0,0,0
2016-07-04,JFK,New York,New York,21,-8,1752.2,0,0,0,0,0
2016-07-05,JFK,New York,New York,1,-29,1752.2,0,0,0,0,0
2016-07-06,JFK,New York,New York,-3,7,1752.2,0,0,0,0,0
2016-07-07,JFK,New York,New York,29,103,1752.2,29,0,74,0,0
2016-07-08,JFK,New York,New York,2,72,1752.2,2,0,70,0,0
2016-07-09,JFK,New York,New York,2,11,1752.2,0,0,0,0,0
2016-07-10,JFK,New York,New York,-1,-5,1752.2,0,0,0,0,0
2016-07-11,JFK,New York,New York,45,29,1752.2,29,0,0,0,0
2016-07-12,JFK,New York,New York,10,-5,1752.2,0,0,0,0,0
2016-07-13,JFK,New York,New York,-3,0,1752.2,0,0,0,0,0
2016-07-14,JFK,New York,New York,-3,48,1752.2,0,0,48,0,0
2016-07-15,JFK,New York,New York,19,11,1752.2,0,0,0,0,0
2016-07-16,JFK,New York,New York,9,-13,1752.2,0,0,0,0,0
2016-07-17,JFK,New York,New York,53,33,1752.2,33,0,0,0,0
2016-07-18,JFK,New York,New York,4,-24,1752.2,0,0,0,0,0
2016-07-19,JFK,New York,New York,26,48,1752.2,26,0,22,0,0
2016-07-20,JFK,New York,New York,-2,-19,1752.2,0,0,0,0,0
2016-07-21,JFK,New York,New York,147,112,1752.2,112,0,0,0,0
2016-07-22,JFK,New York,New York,56,31,1752.2,22,0,0,0,9
2016-07-23,JFK,New York,New York,-4,-26,1752.2,0,0,0,0,0
2016-07-24,JFK,New York,New York,-1,7,1752.2,0,0,0,0,0
2016-07-25,JFK,New York,New York,5,-27,1752.2,0,0,0,0,0
2016-07-26,JFK,New York,New York,177,180,1752.2,171,0,3,0,6
2016-07-27,JFK,New York,New York,14,41,1752.2,14,0,27,0,0
2016-07-28,JFK,New York,New York,0,2,1752.2,0,0,0,0,0
2016-07-29,JFK,New York,New York,5,-21,1752.2,0,0,0,0,0
2016-07-30,JFK,New York,New York,118,182,1752.2,0,0,64,0,118
2016-07-31,JFK,New York,New York,99,110,1752.2,99,0,11,0,0
2016-07-01,SFO,San Francisco,California,-8,27,4160.9,0,0,27,0,0
2016-07-04,SFO,San Francisco,California,-8,-40,4160.9,0,0,0,0,0
2016-07-05,SFO,San Francisco,California,-6,-39,4160.9,0,0,0,0,0
2016-07-06,SFO,San Francisco,California,-9,-17,4160.9,0,0,0,0,0
2016-07-07,SFO,San Francisco,California,0,-1,4160.9,0,0,0,0,0
2016-07-08,SFO,San Francisco,California,-3,32,4160.9,0,0,32,0,0
2016-07-09,SFO,San Francisco,California,-11,-26,4160.9,0,0,0,0,0
2016-07-10,SFO,San Francisco,California,-4,-32,4160.9,0,0,0,0,0
2016-07-11,SFO,San Francisco,California,-4,-22,4160.9,0,0,0,0,0
2016-07-12,SFO,San Francisco,California,-9,-22,4160.9,0,0,0,0,0
2016-07-13,SFO,San Francisco,California,-4,-48,4160.9,0,0,0,0,0
2016-07-14,SFO,San Francisco,California,-3,15,4160.9,0,0,15,0,0
2016-07-15,SFO,San Francisco,California,-4,-17,4160.9,0,0,0,0,0
2016-07-16,SFO,San Francisco,California,-7,-38,4160.9,0,0,0,0,0
2016-07-17,SFO,San Francisco,California,-5,-20,4160.9,0,0,0,0,0
2016-07-18,SFO,San Francisco,California,-9,-10,4160.9,0,0,0,0,0
2016-07-19,SFO,San Francisco,California,-8,-33,4160.9,0,0,0,0,0
2016-07-20,SFO,San Francisco,California,-7,-24,4160.9,0,0,0,0,0
2016-07-21,SFO,San Francisco,California,0,11,4160.9,0,0,0,0,0
2016-07-22,SFO,San Francisco,California,-7,-8,4160.9,0,0,0,0,0
2016-07-23,SFO,San Francisco,California,-11,-15,4160.9,0,0,0,0,0
2016-07-24,SFO,San Francisco,California,-5,-11,4160.9,0,0,0,0,0
2016-07-25,SFO,San Francisco,California,-7,11,4160.9,0,0,0,0,0
2016-07-27,SFO,San Francisco,California,-8,-20,4160.9,0,0,0,0,0
2016-07-28,SFO,San Francisco,California,-5,-16,4160.9,0,0,0,0,0
2016-07-29,SFO,San Francisco,California,16,94,4160.9,16,0,78,0,0
2016-07-30,SFO,San Francisco,California,-5,8,4160.9,0,0,0,0,0
2016-07-31,SFO,San Francisco,California,-8,1,4160.9,0,0,0,0,0
2016-07-01,JFK,New York,New York,48,129,4160.9,0,31,81,0,17
2016-07-02,JFK,New York,New York,50,23,4160.9,23,0,0,0,0
2016-07-03,JFK,New York,New York,2,-49,4160.9,0,0,0,0,0
2016-07-04,JFK,New York,New York,-5,-37,4160.9,0,0,0,0,0
2016-07-05,JFK,New York,New York,-9,-58,4160.9,0,0,0,0,0
2016-07-06,JFK,New York,New York,-1,-17,4160.9,0,0,0,0,0
2016-07-07,JFK,New York,New York,140,138,4160.9,0,0,138,0,0
2016-07-08,JFK,New York,New York,21,30,4160.9,0,0,9,0,21
2016-07-09,JFK,New York,New York,-7,-8,4160.9,0,0,0,0,0
2016-07-10,JFK,New York,New York,-5,-44,4160.9,0,0,0,0,0
2016-07-11,JFK,New York,New York,-6,-37,4160.9,0,0,0,0,0
2016-07-12,JFK,New York,New York,-3,-30,4160.9,0,0,0,0,0
2016-07-13,JFK,New York,New York,-6,-11,4160.9,0,0,0,0,0
2016-07-15,JFK,New York,New York,39,11,4160.9,0,0,0,0,0
2016-07-16,JFK,New York,New York,60,58,4160.9,0,58,0,0,0
2016-07-17,JFK,New York,New York,-6,-43,4160.9,0,0,0,0,0
2016-07-18,JFK,New York,New York,-2,67,4160.9,0,0,67,0,0
2016-07-19,JFK,New York,New York,2,-6,4160.9,0,0,0,0,0
2016-07-20,JFK,New York,New York,-3,-13,4160.9,0,0,0,0,0
2016-07-21,JFK,New York,New York,8,-43,4160.9,0,0,0,0,0
2016-07-22,JFK,New York,New York,1,0,4160.9,0,0,0,0,0
2016-07-23,JFK,New York,New York,-1,-4,4160.9,0,0,0,0,0
2016-07-24,JFK,New York,New York,-4,-50,4160.9,0,0,0,0,0
2016-07-25,JFK,New York,New York,223,231,4160.9,0,222,8,0,1
2016-07-26,JFK,New York,New York,-5,-24,4160.9,0,0,0,0,0
2016-07-27,JFK,New York,New York,61,73,4160.9,14,0,59,0,0
2016-07-28,JFK,New York,New York,4,10,4160.9,0,0,0,0,0
2016-07-29,JFK,New York,New York,53,48,4160.9,48,0,0,0,0
2016-07-30,JFK,New York,New York,16,35,4160.9,0,0,35,0,0
2016-07-31,JFK,New York,New York,-2,-8,4160.9,0,0,0,0,0
2016-07-01,LAX,Los Angeles,California,24,29,3768.3,24,0,5,0,0
2016-07-02,LAX,Los Angeles,California,-1,-2,3768.3,0,0,0,0,0
2016-07-03,LAX,Los Angeles,California,17,16,3768.3,16,0,0,0,0
2016-07-04,LAX,Los Angeles,California,7,19,3768.3,7,0,12,0,0
2016-07-05,LAX,Los Angeles,California,28,8,3768.3,0,0,0,0,0
2016-07-06,LAX,Los Angeles,California,2,-1,3768.3,0,0,0,0,0
2016-07-07,LAX,Los Angeles,California,-1,-19,3768.3,0,0,0,0,0
2016-07-08,LAX,Los Angeles,California,0,20,3768.3,0,0,20,0,0
2016-07-09,LAX,Los Angeles,California,4,-4,3768.3,0,0,0,0,0
2016-07-10,LAX,Los Angeles,California,9,20,3768.3,9,0,11,0,0
2016-07-11,LAX,Los Angeles,California,0,-15,3768.3,0,0,0,0,0
2016-07-12,LAX,Los Angeles,California,14,14,3768.3,0,0,0,0,0
2016-07-13,LAX,Los Angeles,California,0,3,3768.3,0,0,0,0,0
2016-07-14,LAX,Los Angeles,California,4,86,3768.3,4,0,82,0,0
2016-07-15,LAX,Los Angeles,California,0,8,3768.3,0,0,0,0,0
2016-07-16,LAX,Los Angeles,California,1,10,3768.3,0,0,0,0,0
2016-07-17,LAX,Los Angeles,California,3,7,3768.3,0,0,0,0,0
2016-07-18,LAX,Los Angeles,California,0,44,3768.3,0,0,44,0,0
2016-07-19,LAX,Los Angeles,California,1,1,3768.3,0,0,0,0,0
2016-07-20,LAX,Los Angeles,California,-2,6,3768.3,0,0,0,0,0
2016-07-21,LAX,Los Angeles,California,-4,8,3768.3,0,0,0,0,0
2016-07-22,LAX,Los Angeles,California,17,22,3768.3,17,0,5,0,0
2016-07-23,LAX,Los Angeles,California,2,12,3768.3,0,0,0,0,0
2016-07-24,LAX,Los Angeles,California,45,59,3768.3,45,0,14,0,0
2016-07-25,LAX,Los Angeles,California,11,13,3768.3,0,0,0,0,0
2016-07-26,LAX,Los Angeles,California,-2,15,3768.3,0,0,15,0,0
2016-07-27,LAX,Los Angeles,California,71,58,3768.3,58,0,0,0,0
2016-07-28,LAX,Los Angeles,California,-1,18,3768.3,0,0,18,0,0
2016-07-29,LAX,Los Angeles,California,10,3,3768.3,0,0,0,0,0
2016-07-30,LAX,Los Angeles,California,2,-1,3768.3,0,0,0,0,0
2016-07-31,LAX,Los Angeles,California,74,66,3768.3,66,0,0,0,0
2016-07-01,LAX,Los Angeles,California,-4,-11,1987.1,0,0,0,0,0
2016-07-02,LAX,Los Angeles,California,-2,-6,1987.1,0,0,0,0,0
2016-07-03,LAX,Los Angeles,California,1,-17,1987.1,0,0,0,0,0
2016-07-04,LAX,Los Angeles,California,-1,-21,1987.1,0,0,0,0,0
2016-07-05,LAX,Los Angeles,California,36,21,1987.1,8,0,0,0,13
2016-07-06,LAX,Los Angeles,California,16,3,1987.1,0,0,0,0,0
2016-07-07,LAX,Los Angeles,California,-4,-14,1987.1,0,0,0,0,0
2016-07-08,LAX,Los Angeles,California,-1,-8,1987.1,0,0,0,0,0
2016-07-09,LAX,Los Angeles,California,-5,-18,1987.1,0,0,0,0,0
2016-07-10,LAX,Los Angeles,California,-3,-15,1987.1,0,0,0,0,0
2016-07-11,LAX,Los Angeles,California,-1,-19,1987.1,0,0,0,0,0
2016-07-12,LAX,Los Angeles,California,1,-5,1987.1,0,0,0,0,0
2016-07-13,LAX,Los Angeles,California,-4,-11,1987.1,0,0,0,0,0
2016-07-14,LAX,Los Angeles,California,-1,-5,1987.1,0,0,0,0,0
2016-07-15,LAX,Los Angeles,California,-3,70,1987.1,0,0,70,0,0
2016-07-16,LAX,Los Angeles,California,-4,-14,1987.1,0,0,0,0,0
2016-07-17,LAX,Los Angeles,California,-9,-19,1987.1,0,0,0,0,0
2016-07-18,LAX,Los Angeles,California,17,1,1987.1,0,0,0,0,0
2016-07-19,LAX,Los Angeles,California,2,2,1987.1,0,0,0,0,0
2016-07-20,LAX,Los Angeles,California,18,25,1987.1,18,0,7,0,0
2016-07-21,LAX,Los Angeles,California,-3,6,1987.1,0,0,0,0,0
2016-07-22,LAX,Los Angeles,California,8,11,1987.1,0,0,0,0,0
2016-07-23,LAX,Los Angeles,California,-3,1,1987.1,0,0,0,0,0
2016-07-24,LAX,Los Angeles,California,31,18,1987.1,18,0,0,0,0
2016-07-25,LAX,Los Angeles,California,-2,11,1987.1,0,0,0,0,0
2016-07-26,LAX,Los Angeles,California,1,6,1987.1,0,0,0,0,0
2016-07-27,LAX,Los Angeles,California,17,14,1987.1,0,0,0,0,0
2016-07-28,LAX,Los Angeles,California,-3,-8,1987.1,0,0,0,0,0
2016-07-29,LAX,Los Angeles,California,4,0,1987.1,0,0,0,0,0
2016-07-30,LAX,Los Angeles,California,12,9,1987.1,0,0,0,0,0
2016-07-31,LAX,Los Angeles,California,-3,-4,1987.1,0,0,0,0,0
2016-07-01,DFW,Dallas/Fort Worth,Texas,40,31,1987.1,31,0,0,0,0
2016-07-02,DFW,Dallas/Fort Worth,Texas,127,134,1987.1,4,0,7,0,123
2016-07-03,DFW,Dallas/Fort Worth,Texas,-3,-12,1987.1,0,0,0,0,0
2016-07-04,DFW,Dallas/Fort Worth,Texas,15,7,1987.1,0,0,0,0,0
2016-07-05,DFW,Dallas/Fort Worth,Texas,-4,6,1987.1,0,0,0,0,0
2016-07-06,DFW,Dallas/Fort Worth,Texas,2,17,1987.1,2,0,15,0,0
2016-07-07,DFW,Dallas/Fort Worth,Texas,115,119,1987.1,115,0,4,0,0
2016-07-08,DFW,Dallas/Fort Worth,Texas,-5,-8,1987.1,0,0,0,0,0
2016-07-09,DFW,Dallas/Fort Worth,Texas,169,189,1987.1,58,0,20,0,111
2016-07-10,DFW,Dallas/Fort Worth,Texas,-1,10,1987.1,0,0,0,0,0
2016-07-11,DFW,Dallas/Fort Worth,Texas,5,14,1987.1,0,0,0,0,0
2016-07-12,DFW,Dallas/Fort Worth,Texas,-1,14,1987.1,0,0,0,0,0
2016-07-13,DFW,Dallas/Fort Worth,Texas,-2,1,1987.1,0,0,0,0,0
2016-07-14,DFW,Dallas/Fort Worth,Texas,-2,-1,1987.1,0,0,0,0,0
2016-07-15,DFW,Dallas/Fort Worth,Texas,121,153,1987.1,0,19,32,0,102
2016-07-16,DFW,Dallas/Fort Worth,Texas,10,-2,1987.1,0,0,0,0,0
2016-07-17,DFW,Dallas/Fort Worth,Texas,18,10,1987.1,0,0,0,0,0
